Nr,Name,Address,Email,Telefon,Web
21,Sax + Klee GmbH,Dalbergstr. 30-34 68159  Mannheim-Jungbusch,info@sax-klee.de,(0621) 18 20,https://www.gelbeseiten.de/gsbiz/ff23eeb6-c7bf-4c6d-b6c2-fd00003ef6a7
22,Schandl GmbH,Ortlerstr. 2-6 81373  München-Sendling-Westpark,info@schandl.de,(089) 74 34 40-0,https://www.gelbeseiten.de/gsbiz/39cf2e9a-c88c-460f-93c9-d1ebdd01f8db
23,TrappInfra Rohrbau Welzow GmbH,Schachtbauring 7 03119  Welzow,kehring@trapp.de,(035751) 27 52-0,https://www.gelbeseiten.de/gsbiz/da8f6b66-2448-4cb7-880d-3139ae99f95b
24,Bockmeyer Bauunternehmen GmbH,Kleine Marschstr. 15/19 28309  Bremen-Hemelingen,info@bockmeyer-bau.de,(0421) 48 40 50,https://www.gelbeseiten.de/gsbiz/d2bcc721-2457-442e-ab0f-3e07082a9853
25,Buck Tankanlagen GmbH,Daloser Weg 5 89134  Blaustein-Bermaringen,info@buck-tankanlagen.de,(07304) 8 03 93-0,https://www.gelbeseiten.de/gsbiz/ec0022b9-1bac-457b-aa02-ef2d64d528cd
26,Grötzner GmbH,Am Kälbertalsgraben 2a 37574  Einbeck,info@groetzner-einbeck.com,(05561) 25 22,https://www.gelbeseiten.de/gsbiz/b3927770-9c50-4ae5-b395-810c043e35ae
27,GRW Anlagenbau GmbH,Am Lindenbach 11 96515  Sonneberg-Malmerz,info@grw-son.de,(03675) 4 29 50 00,https://www.gelbeseiten.de/gsbiz/4f08d572-f220-496a-bcd0-4608fef26ce6
28,GÜNTHER & SCHWARTZ,Jüchtstr. 43 53773  Hennef-Kümpel,,(02242) 8 73 10 39,https://www.gelbeseiten.de/gsbiz/116024fd-8a0b-42bf-b73a-cc6a9950fa52
29,He-GAS GmbH,W.-Conrad-Röntgen-Str. 5 07629  Hermsdorf,,(036601) 29 60-0,https://www.gelbeseiten.de/gsbiz/9dd92236-d127-4dba-a58f-78847d1f3431
30,Henze GmbH Bauunternehmung,Am Butterhügel 4 66450  Bexbach,henze@henze-bau.de,(06826) 9 21 20,https://www.gelbeseiten.de/gsbiz/8a60a406-1329-4100-94e4-1d0747d5287c
31,Industriemontagen Hofmann,Hinter der Schenke 5 99958  Tonna-Burgtonna,imh.rohrleitungsbau@t-online.de,(036042) 7 94 25,https://www.gelbeseiten.de/gsbiz/8e382d5a-2092-43ea-8dcb-d1856184e897
32,Industriemontagen Hofmann,Hinter der Schenke 5 99958  Tonna-Burgtonna,imh.rohrleitungsbau@t-online.de,(036042) 7 94 25,https://www.gelbeseiten.de/gsbiz/8e382d5a-2092-43ea-8dcb-d1856184e897
33,KIEL Montagebau GmbH,Kölner Str. 65 50389  Wesseling,,(02236) 94 30 40,https://www.gelbeseiten.de/gsbiz/82fb6c0d-8266-4ab1-99d0-d3d80bcc4747
34,Kliewe house-tec GmbH,Temdestr. 8 32756  Detmold-Innenstadt,info@kliewe-house-tec.de,(05231) 3 08 23 95,https://www.gelbeseiten.de/gsbiz/4227891b-f06b-4fe3-a726-875d05292344
35,NOHL Eisenach GmbH,An der Feuerwache 4 99817  Eisenach,info@nohl-eisenach.de,(03691) 79 54-0,https://www.gelbeseiten.de/gsbiz/7b1730d2-30df-4fac-ba55-cea4ab6c77aa
36,Pumpen-Wolf,Holzlandstr. 13 07629  Reichenbach,info@pumpenwolf-ot.de,(036601) 92 00-0,https://www.gelbeseiten.de/gsbiz/8d874776-c16e-47c3-a4e3-2ff33340fdb5
37,Pumpen-Wolf,Holzlandstr. 13 07629  Reichenbach,info@pumpenwolf-ot.de,(036601) 92 00-0,https://www.gelbeseiten.de/gsbiz/8d874776-c16e-47c3-a4e3-2ff33340fdb5
38,Pumpen-Wolf,Holzlandstr. 13 07629  Reichenbach,info@pumpenwolf-ot.de,(036601) 92 00-0,https://www.gelbeseiten.de/gsbiz/8d874776-c16e-47c3-a4e3-2ff33340fdb5
39,Ruhdorfer Rohrleitungsbau GmbH,Pentenrieder Str. 30 82152  Krailling,ruhdorfer-rohrleitungsbau@t-online.de,(089) 8 56 15 44,https://www.gelbeseiten.de/gsbiz/cddb3dd8-6a60-4bc6-bc3d-bb2acf2c797f
40,Scheffer Rohrleitungsbau GmbH Blankenburg/Harz,Am Mönchenfelde 14 38889  Blankenburg,,(03944) 28 07,https://www.gelbeseiten.de/gsbiz/a3464d0b-4f90-4db8-be72-cf08a24c5eb9
41,Weitbrecht Martin Rohrleitungsbau GmbH,Holderäckerstr. 1-3 70499  Stuttgart-Weilimdorf,kontakt@weitbrecht-rohrleitungsbau.de,(0711) 8 66 11 37,https://www.gelbeseiten.de/gsbiz/d6b89ee2-704d-4497-b455-975d7387d1ca
42,Windel Ingenieurges. mbH,Werner-Nordmeyer-Str. 4 31226  Peine-Kernstadt Süd,info@windel-peine.de,(05171) 5 54 66,https://www.gelbeseiten.de/gsbiz/d25f119c-f765-4f51-9db7-ca1f1d01251a
43,AMBA Erdbau GmbH,Oraniendamm 68 13469  Berlin-Waidmannslust,amba.erdbau@t-online.de,(030) 40 53 64 73,https://www.gelbeseiten.de/gsbiz/8e65bded-25da-4c90-8e3e-7ecfb752b263
44,böhl tiefbau gmbh,Chemnitzer Str. 10 12621  Berlin-Kaulsdorf,boehltiefbau@yahoo.de,(030) 5 68 90 80,https://www.gelbeseiten.de/gsbiz/2cdfc371-4517-4379-a285-00b4651a8121
45,Carl Zauber Tiefbau GmbH,Kirchstr. 7 12529  Berlin-Rahnsdorf,tiefbau@carl-zauber.de,(030) 6 88 90 50,https://www.gelbeseiten.de/gsbiz/91848ac5-1d38-4c37-abdd-858d6cbe6c3d
46,Fennert Druckluft - Anlagenbau und Service GmbH,Hansestr. 21 18182  Bentwisch,info@fennert.com,(0381) 20 27 04 60,https://www.gelbeseiten.de/gsbiz/270d056a-f862-443d-a0ad-3e4098dbcc37
47,Furnier Michael GmbH,Dorfstr. 7 86316  Friedberg-Rohrbach,,(08208) 2 71,https://www.gelbeseiten.de/gsbiz/6519943c-313e-474e-9220-770322787e41
48,Gerhard Wenzel Tiefbauunternehmung GmbH & Co. KG,Kleinmachnower Weg 13-15 14165  Berlin-Zehlendorf,info@wenzel-tiefbau.de,(030) 8 16 00 00,https://www.gelbeseiten.de/gsbiz/734b908c-300b-43de-bd1d-567e5f65d48d
49,KARL WEISS Technologies GmbH,Robert-W.-Kempner-Str. 6/8 14167  Berlin-Zehlendorf,info@karl-weiss.com,(030) 31 17 62-0,https://www.gelbeseiten.de/gsbiz/296428f8-5335-49f1-9fdb-185c598d8eed
50,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
51,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
52,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
53,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
54,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
55,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
56,Klaus Meinhard Heizung Sanitär GmbH,Geisweider Str. 142 57078  Siegen-Geisweid,info@meinhard-siegen.de,(0271) 7 46 62,https://www.gelbeseiten.de/gsbiz/4bb9c05e-72d2-403d-bed6-385db464775b
57,Kröger Anlagenbau GmbH,Neubukower Str. 4 18233  Carinerland-Moitin,info@kroeger-anlagenbau.de,(038297) 50 00,https://www.gelbeseiten.de/gsbiz/94069c74-8b86-4370-980a-ca092ab162c0
58,Lankow Klaus-Dietrich Rohrleitungsbau,Basaltweg 1 17036  Neubrandenburg-Fritscheshof,info@lankow.de,(0395) 76 96 80,https://www.gelbeseiten.de/gsbiz/e4518826-fc2c-4226-bf2b-1dd780dcd19e
59,Richard Strauch Bauunternehmung GmbH,Klärwerkstr. 1a 13597  Berlin-Spandau,info@richard-strauch.de,(030) 4 33 50 71,https://www.gelbeseiten.de/gsbiz/f136678b-2910-4ac3-b12a-8aae60bf9179
60,Schröder Tiefbauges. mbH Otto Tiefbau,Am Vogelsang 9-11 29640  Schneverdingen,info@schroeder-tiefbau.de,(05193) 8 09-0,https://www.gelbeseiten.de/gsbiz/508809d4-6f2b-44c9-adde-79c4095ce7a4
61,Bergemann-Gräper Baugesellschaft mbH & Co.,Posener Str. 35 23554  Lübeck-St. Lorenz Nord,info@bergemann-graeper.de,(0451) 4 00 08-0,https://www.gelbeseiten.de/gsbiz/7184f2e4-1b23-412a-91c7-b165e649dae4
62,Kolodzik Elektro-Anlagenbau GmbH Rohrleitungsbau Elektroinstallationen,Gemeindewiesenweg 2 17309  Pasewalk,info@kolodzik-anlagenbau.de,(03973) 20 85-0,https://www.gelbeseiten.de/gsbiz/a18d5f35-2843-4512-ac1e-48d29cb5b2a8
63,MONT GmbH,Karl-Liebknecht-Str. 24 03253  Doberlug-Kirchhain,info@mont-gmbh.de,(035322) 51 11-0,https://www.gelbeseiten.de/gsbiz/d3529bf4-6dea-408b-9a5f-b78a39349f71
64,Wilhelm Meyer GmbH & Co.KG,Am Gewerbering 20 15374  Müncheberg,info-mbg@wmvm.de,(033432) 83 90,https://www.gelbeseiten.de/gsbiz/40afadc9-5498-4249-b511-6378af2d5eaf
65,Karsten Andreas Industrie- und Rohrleitungsbau,Am Weinberg 4 16909  Wittstock/Dosse,info@ak-edelstahl.de,(03394) 4 00 19-70,https://www.gelbeseiten.de/gsbiz/81781d91-9d17-491b-91dd-f9d3c8689003
66,Merkel-Tiefbau GmbH,Hauptstr. 90 16547  Birkenwerder,info@merkel-tiefbau.de,(03303) 40 00 58,https://www.gelbeseiten.de/gsbiz/e327fe83-2b35-467a-8fc7-f9ad1fb1aefe
67,R&B-B Versorgungstechnik Holger Binkowski-Braconier,Zum Wetterschacht 56 45711  Datteln,info@rbb-datteln.de,(02363) 5 67 04 10,https://www.gelbeseiten.de/gsbiz/29eb6343-3a8e-493e-835b-d3926edd8798
68,ASK August Schneider GmbH & Co. KG,Am Goldenen Feld 27 95326  Kulmbach,info@ask-gruppe.de,(09221) 97 46-0,https://www.gelbeseiten.de/gsbiz/22028792-b3d9-4d81-ac5c-6f0d0c29afb2
69,ATR Anlagen- u. Rohrleitungsbau GmbH,Wilhelm-Aschka-Str. 1 91224  Pommelsbrunn-Hohenstadt,info@atr-anlagenbau.de,(09154) 91 57 40,https://www.gelbeseiten.de/gsbiz/e9321296-13a8-4230-9a5c-238289a2010f
70,BIS IKR GmbH,Hallesche Str. 18 06749  Bitterfeld-Wolfen,,(03493) 60 99-0,https://www.gelbeseiten.de/gsbiz/d02b98d8-cef5-42a8-82e1-038925308480
71,BROCHIER Entwässerungstechnik GmbH,Blütenstr. 91 90480  Nürnberg-Mögeldorf,,(0911) 5 44 24 44,https://www.gelbeseiten.de/gsbiz/d4c3539c-3846-4211-a4d0-3f49ba8793d3
72,Günther & Schwartz Rohrleitungsbau GmbH,Jüchtstr. 43 53773  Hennef-Kümpel,,(02242) 8 73 10 39,https://www.gelbeseiten.de/gsbiz/89764140-ead5-4fc5-8df5-7f86059c6e01
73,Haase OHG Rohrleitungsbau,Im Gewerbepark II 4 15711  Königs Wusterhausen-Zeesen,druckluft-haase@t-online.de,(03375) 20 22 90,https://www.gelbeseiten.de/gsbiz/7f9a676c-8766-46d9-a69c-26a2a4c6d91e
74,Hofinger Rohr- und Anlagenbau GmbH,Wetzlarer Str. 10 90427  Nürnberg-Schmalau,,(0911) 93 68 76,https://www.gelbeseiten.de/gsbiz/edd52f07-437b-4773-9b59-59772524fd74
75,Lidy Rohrleitungsbau GmbH,Flensburger Ring 24 68305  Mannheim-Gartenstadt,info@lidy.de,(0621) 75 14 28,https://www.gelbeseiten.de/gsbiz/c8325d82-5941-4396-87b4-ac276cfd6bbb
76,Post Bauunternehmen GmbH & Co. KG,Am Neuland 11-15 26670  Uplengen-Remels,info@post-bauunternehmen.de,(04956) 9 25 00,https://www.gelbeseiten.de/gsbiz/aaf0d7f3-817f-4492-91d6-8fa8b9e19937
77,"Rohrleitungs-,Tief-und Wasserbau GmbH",Falkenauer Str. 22 09661  Hainichen,rtw-hainichen@t-online.de,(037207) 23 61,https://www.gelbeseiten.de/gsbiz/2a6c519f-7c6c-4a40-9733-dab5546e9a90
78,Rohrleitungsbau Ostsachsen GmbH Co.KG,Trebuser Str. 16 02923  Hähnichen,info@bohrteam.com,(035894) 3 02 52,https://www.gelbeseiten.de/gsbiz/2c1b93d7-bf3f-40fa-b339-c9087fa21139
79,Rohrleitungsbau Ostsachsen GmbH & Co. KG,Trebuser Str. 6 02923  Hähnichen,,(0172) 3 45 92 19,https://www.gelbeseiten.de/gsbiz/d39bf7b5-0834-4f06-9653-6c6c8166daf3
80,Rohrleitungsbau Süd GmbH + Co. KG,Dieselstr. 5 86356  Neusäß,info@rohrleitungsbausued.de,(0821) 24 64 80,https://www.gelbeseiten.de/gsbiz/1d4b03d3-e457-4464-ae89-8fd53e8fd1f5
81,Rohrleitungsbau Süd Veiz Ferhadbegovic GmbH & Co. KG,Dieselstr. 5 86356  Neusäß,,,https://www.gelbeseiten.de/gsbiz/3c50c0c3-7802-46b8-8f7e-15ee97e6d248
82,Ruhdorfer Rohrleitungsbau GmbH,Pentenrieder Str. 30 82152  Krailling,ruhdorfer-rohrleitungsbau@t-online.de,(089) 8 56 15 44,https://www.gelbeseiten.de/gsbiz/cddb3dd8-6a60-4bc6-bc3d-bb2acf2c797f
83,Schenke Anlagenbau GmbH,Deckenpfronner Str. 1 02627  Weißenberg-Kotitz,Schenke-Anlagenbau@t-online.de,(035876) 4 28 06,https://www.gelbeseiten.de/gsbiz/319498b5-1022-41d4-ab3b-7278183f7b3a
84,SG-Qualitätssicherung GmbH,Hugo-Küttner-Str. 5 01796  Pirna,hultsch@sg-q.de,(03501) 46 87 91,https://www.gelbeseiten.de/gsbiz/7da113b5-d453-441e-8970-ed7c8990166b
85,Trapp Infra Rohrbau Welzow GmbH,Schachtbauring 7 03119  Welzow,kehring@trapp.de,(035751) 27 52-0,https://www.gelbeseiten.de/gsbiz/da8f6b66-2448-4cb7-880d-3139ae99f95b
86,Walek A.,Otto-Hahn-Str. 32 33442  Herzebrock-Clarholz,,,https://www.gelbeseiten.de/gsbiz/d20580f6-c97e-47f5-b3f6-4802093d6e1e
87,Walek Andreas,Otto-Hahn-Str. 32 33442  Herzebrock-Clarholz,info@AW-Rohrnetzkontrolle.de,(05245) 49 65,https://www.gelbeseiten.de/gsbiz/719be83a-b107-4d47-bc5a-f0e1c963f5f8
88,Kreaktiv Bau und Handel GmbH Stahlbau,Oberlandstr. 4 12099  Berlin-Tempelhof,,(030) 60 97 57 62,https://www.gelbeseiten.de/gsbiz/7f98232a-caf8-4d78-8447-d5feda75da23
89,Kuhlmann Leitungsbau GmbH,Max-Müller-Str. 1 30179  Hannover-Brink-Hafen,langenhagen@kuhlmann-leitungsbau.de,(0511) 22 06 43-0,https://www.gelbeseiten.de/gsbiz/4265a3f5-00cc-4fcb-b188-7f25ccbdf3b1
90,TBD Technische Bau Dienstleistungen,Wieseder Str. 34 26446  Friedeburg,,(04465) 8 08-0,https://www.gelbeseiten.de/gsbiz/49de05ba-710f-4db2-9fa4-8dedd76cba22
91,Tiefbau Alteilges Gl-Ka-Ro-Bau,Spexarder Str. 138 33335  Gütersloh-Avenwedde,,(05241) 9 61 89 34,https://www.gelbeseiten.de/gsbiz/2451278b-ea67-4e13-9fcf-0772830358c2
92,Montage Schweißbetrieb Uwe Gasch Rohrleitungsbau,Fischerstr. 7 09599  Freiberg,,(03731) 16 15 51,https://www.gelbeseiten.de/gsbiz/943df2ac-c83c-47cd-884a-f3fd08d7a867
93,RBN Rohrleitungsbau GmbH,Gerhard-Welter-Str. 43 41812  Erkelenz,,(02431) 98 15 20,https://www.gelbeseiten.de/gsbiz/5faa5de6-be06-4d54-861f-5b1097d5b542
94,Bornbau KG,Robert-Bosch-Str. 15 23909  Ratzeburg,,(04541) 84 01 20,https://www.gelbeseiten.de/gsbiz/4f5aa915-e5d7-4498-afdc-e1e818440f90
95,Elles S. & Co. GmbH Heizung Sanitär Rohrleitungsbau,Münsterstr. 60 45711  Datteln,,(02363) 3 29 11,https://www.gelbeseiten.de/gsbiz/13743662-43d6-4aa9-b98a-4c79dd7055e7
96,Scheideler Verfahrenstechnik GmbH,Lorenkamp 3 45721  Haltern am See,,(02364) 1 05 45-0,https://www.gelbeseiten.de/gsbiz/fa7c9b09-d431-4e79-8ca7-6fa3df4a043e
97,Lucke Bauaustrocknungs GmbH,Hohegrabenweg 38 40667  Meerbusch-Büderich,info@fritz-lucke.de,(02132) 58 55,https://www.gelbeseiten.de/gsbiz/878b4c46-c375-4127-9e16-945b9a482863
98,Jeawin Lee,Am Heidering 7A 16515  Oranienburg,,(03431) 71 11 45,https://www.gelbeseiten.de/gsbiz/926b430a-383c-42a2-a1c4-687cd7768ba4
99,Haffner GmbH Stephan,Schmidt-Knobelsdorf-Str. 22 13581  Berlin-Wilhelmstadt,info@stephan-haffner.de,(030) 35 13 78 30,https://www.gelbeseiten.de/gsbiz/fe287c04-e1c2-4708-a7b4-2bc630f9674e
100,Absolut Service,Soldiner Str. 55 13359  Berlin-Gesundbrunnen,info@rohrreinigung-absolut.berlin,(030) 92 03 00 55,https://www.gelbeseiten.de/gsbiz/5a9555e2-da36-4a5c-84d6-03175ed383e5
101,Uhlenbrock GmbH,Spatzenweg 50 48282  Emsdetten,info@uhlenbrock-rohrreinigung.de,(02572) 9 72 11,https://www.gelbeseiten.de/gsbiz/b4f026e5-8c17-42d6-a592-a2039da4549f
102,Kögler Kanaltechnik,Sudetenweg 28 35614  Aßlar,kontakt@koegler-kanaltechnik.de,(02772) 4 69 29 91 2,https://www.gelbeseiten.de/gsbiz/ea93b8e4-9beb-484b-8125-1151e2b37cf3
103,Kögler Kanaltechnik,Sudetenweg 28 35614  Aßlar,kontakt@koegler-kanaltechnik.de,(02772) 4 69 29 91 2,https://www.gelbeseiten.de/gsbiz/ea93b8e4-9beb-484b-8125-1151e2b37cf3
104,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
105,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
106,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
107,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
108,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
109,Kögler Kanaltechnik,61350  Bad Homburg,kontakt@koegler-kanaltechnik.de,(06172) 9 81 95 75 2,https://www.gelbeseiten.de/gsbiz/2c9e723c-be3b-4402-9a8e-ad25356952d0
110,ARG mbH & Co. KG,Philosophenweg 31 47051  Duisburg-Altstadt,,(0203) 3 18 64-0,https://www.gelbeseiten.de/gsbiz/f08b3539-c2c0-4b61-957e-b39847fbda3d
111,ARKIL INPIPE GmbH Rohrleitungssanierung,Rheinbabenstr. 75 46240  Bottrop-Eigen,,(02041) 7 09 57-0,https://www.gelbeseiten.de/gsbiz/4f496ec9-138a-4b59-b80c-c1b374a53b76
112,Dahmen Rohrleitungsbau GmbH und Co. KG Rohrleitungsbau,Martener Hellweg 100 44379  Dortmund-Marten,,(0231) 96 51 49-0,https://www.gelbeseiten.de/gsbiz/7915ef7e-42ad-48fb-b0dd-77a29a26cee3
113,Europipe GmbH Stahlrohre,Pilgerstr. 2 45473  Mülheim an der Ruhr-Dümpten,,(0208) 9 76-0,https://www.gelbeseiten.de/gsbiz/fe2e66df-1ec7-4fb6-bd59-8367939be4db
114,HIRSCH ROHRLEITUNGSBAU GmbH Rohrleitungsbau,Burggrafenstr. 5 45139  Essen-Ostviertel,,(0201) 4 50 20,https://www.gelbeseiten.de/gsbiz/a09a7882-36d1-4679-8379-15703cf6b9e8
115,HSR GmbH Hydraulikschlauchservice,Paul-Rücker-Str. 20-22 47059  Duisburg-Neuenkamp,,(0203) 7 13 51 11,https://www.gelbeseiten.de/gsbiz/23a331c9-9121-41c0-92b1-b407f5cda1b5
116,IMOG Industrie-Montagen GmbH & Co. KG,Johann-Schäfer-Str. 31 46047  Oberhausen-Dümpten,,(0172) 2 80 43 23,https://www.gelbeseiten.de/gsbiz/d1f12d57-d4a9-4b66-9201-5d91ee144e39
117,N + F Handelsges.mbH,Wiesmannstr. 52 45881  Gelsenkirchen-Schalke-Nord,,(0209) 1 78 07-0,https://www.gelbeseiten.de/gsbiz/c9af70b5-70d7-4029-9165-be833f61eb7c
118,Röhrenwerk Kupferdreh Carl Hamm GmbH Rohrleitungsbau,Gasstr. 12 45257  Essen-Kupferdreh,,(0201) 8 48 17-0,https://www.gelbeseiten.de/gsbiz/6a0c58e6-2436-43c2-9ca6-859cfd7591a1
119,Seibt GmbH,Fritz-Lürmann-Str. 7 58638  Iserlohn-Hörde,,(02371) 1 59 53 28,https://www.gelbeseiten.de/gsbiz/092c87c0-b5b2-4d13-8988-f44ea85e69b0
120,SPIE Versorgungstechnik GmbH,Möbelhof 10 14478  Potsdam-Industriegelände,,(0331) 6 00 17 30,https://www.gelbeseiten.de/gsbiz/6ce4787f-f67d-472f-af65-775716467215
121,Weymann GmbH Rohrleitungsbau,Zur Halbinsel 5B 45356  Essen-Bergeborbeck,,(0201) 43 88 70,https://www.gelbeseiten.de/gsbiz/41c869a8-9202-4fb9-8450-8791ef44dc74
122,Kögler Kanaltechnik,Wittlicher Str. 4a 54539  Ürzig,kontakt@koegler-kanaltechnik.de,(06532) 2 90 87 86 2,https://www.gelbeseiten.de/gsbiz/87db643a-bcb3-474e-895b-5e42d5f0a62d
