Nr,Name,Address,Email,Telefon,Web
40,Abwassertechnik und Umweltsanierung GmbH,Schwarzheider Str. 22 01979  Lauchhammer,info@bau-frenzel.de,(03574) 4 60 19 31,https://www.gelbeseiten.de/gsbiz/a442aa0c-7d8d-4b35-a06f-3ad29bc147f8
41,Thienelt,Karl-Marx-Str. 6 03103  Neupetershain-Neupetershain Nord,thienelt-heizungsbau@gmx.de,(035751) 90 80,https://www.gelbeseiten.de/gsbiz/57b6ac82-2759-489d-bddd-d12f188d6888
42,Montage-u. Anlagenbau Gründken GmbH,Hanns-Martin-Schleyer-Str. 12 48301  Nottuln,,(02502) 22 58 78,https://www.gelbeseiten.de/gsbiz/d0567f7c-28a3-4e6c-a5c6-609b2b81bf9c
43,Sport Tartemann GmbH,Hochstr. 104A 45661  Recklinghausen-Süd,,(02361) 3 02 07 93,https://www.gelbeseiten.de/gsbiz/b4d7fa0e-18ec-4901-838a-dd0b35d12603
44,"Aqua-Service Bloeß GmbH, NL Riesa",Paul-Greifzu-Str. 57 01591  Riesa-Gröba,,(03525) 74 86 70,https://www.gelbeseiten.de/gsbiz/f17fdb88-b7b1-429b-9944-52c40e84e669
45,Abwassertechnik Schubert GmbH,Kirchstraße 7 08321  Zschorlau-Albernau,info@abwassertechnik-schubert.de,(03771) 2 53 95 70,https://www.gelbeseiten.de/gsbiz/02478991-815d-4963-a5bc-43e1bfdd0610
46,Oswald Metzen GmbH,Dieselstr. 5 54634  Bitburg,info@oswald-metzen.de,(06561) 9 55 00,https://www.gelbeseiten.de/gsbiz/b8ed2f48-e5bb-4471-8b6f-b6c8cdc14aa3
47,Kliewe GmbH Anlagenbau,Flagentwiet 42 22457  Hamburg-Schnelsen,info@kliewe.de,(040) 55 58 68-0,https://www.gelbeseiten.de/gsbiz/30aeb449-43f1-4222-95f6-20d0d14b6c9c
48,ATM Anlagen Technik Montage GmbH,Scharnhorststr. 13 44628  Herne-Horsthausen,,(02323) 9 64 09 70,https://www.gelbeseiten.de/gsbiz/90e22189-ba83-488b-8e0a-e70e09a5e8de
49,Flach Kläranlagenbau,Dorfstr. 08491  Reimersgrün,,(036621) 2 15 67,https://www.gelbeseiten.de/gsbiz/3d8f0843-15d9-475b-9af2-eb57537d3f02
50,Flach Kläranlagenbau,Dorfstr. 08491  Reimersgrün,,(036621) 2 15 67,https://www.gelbeseiten.de/gsbiz/3d8f0843-15d9-475b-9af2-eb57537d3f02
51,Huber Georg Inh. Jos. Rappl GmbH & Co. KG,Bahnhofstr. 10 92444  Rötz,,(09976) 94 13-0,https://www.gelbeseiten.de/gsbiz/85275f02-d494-423f-8402-e5e6cca1f70c
52,Baumann Umwelttechnik GbR,Meßbacher Str. 145 08527  Plauen-Südvorstadt,info@klaeranlagen-vogtland.de,(03741) 22 90 53,https://www.gelbeseiten.de/gsbiz/f9a6bd34-05e6-4fe8-a427-5893b606ca68
53,Baumann Umwelttechnik GbR,Meßbacher Str. 145 08527  Plauen-Südvorstadt,info@klaeranlagen-vogtland.de,(03741) 22 90 53,https://www.gelbeseiten.de/gsbiz/f9a6bd34-05e6-4fe8-a427-5893b606ca68
54,Aqua Clean Wassertechnik GmbH,Hauptstr. 40 01468  Moritzburg-Boxdorf,,(0351) 79 55 28 56,https://www.gelbeseiten.de/gsbiz/75215f19-a164-4074-87df-018794ca6a98
55,Aqua Clean Wassertechnik GmbH,Hauptstr. 40 01468  Moritzburg-Boxdorf,,(0351) 79 55 28 56,https://www.gelbeseiten.de/gsbiz/75215f19-a164-4074-87df-018794ca6a98
56,"Aqua-Service Bloeß GmbH, NL Riesa",Paul-Greifzu-Str. 57 01591  Riesa-Gröba,,(03525) 74 86 70,https://www.gelbeseiten.de/gsbiz/f17fdb88-b7b1-429b-9944-52c40e84e669
57,Umwelttechnik Erzgebirge,Bergstr. 5 09481  Scheibenberg,,(037349) 96 46 31,https://www.gelbeseiten.de/gsbiz/9640bedb-51a6-45aa-9745-ebc2c8ddd881
58,ARB Anlagen- und Rohrleitungsbau GmbH,Im Pottaschwald 1-3 66386  St. Ingbert,info@a-r-b.eu,(06894) 8 95 87 80,https://www.gelbeseiten.de/gsbiz/163a504f-f442-44ad-bb47-e551c43ee4bd
59,Aqua Clean Wassertechnik GmbH,Reichenbacher Str. 34 01920  Haselbachtal-Häslich,,(03578) 78 75 43,https://www.gelbeseiten.de/gsbiz/190587c2-2bda-4bc1-b234-9c4143af267a
60,Klaus Barten GmbH & Co.KG,Lukas-Welser-Str. 2 28309  Bremen-Hemelingen,info@barten-metallbau.de,(0421) 45 50 77,https://www.gelbeseiten.de/gsbiz/4704ec32-fdb3-4836-9ea3-0d2537538432
61,SCHMIDT Anlagentechnik GmbH,Ehinger Str. 200 47259  Duisburg-Hüttenheim,,(0203) 75 85 50,https://www.gelbeseiten.de/gsbiz/20a24c96-8a44-4908-9640-2528070034dc
62,Driesch Anlagentechnik GmbH,Keplerstr. 10 58706  Menden-Mitte,,(02373) 98 02-0,https://www.gelbeseiten.de/gsbiz/3fd53233-ca5a-4f98-86b8-f4805e31768e
63,HERAU Anlagentechnik GmbH,Schlagbaumstr. 198a 44289  Dortmund-Sölde,,(0231) 94 00 30 20,https://www.gelbeseiten.de/gsbiz/d6354d66-92d5-471b-9360-d0b8efbf90d0
64,PROKOM Anlagenbau GmbH,Ruhlsdorfer Str. 95 14532  Stahnsdorf,,(03329) 6 03 59-0,https://www.gelbeseiten.de/gsbiz/d736d766-0bd2-42c1-8375-6fc02d030c08
65,Laserstar Laser Tag,Karl-Marx-Str. 255 12057  Berlin-Neukölln,,(030) 23 90 19 00,https://www.gelbeseiten.de/gsbiz/793298fe-70ae-446e-804b-b24500fe3072
66,Anlagentechnik Gohl GmbH,45525  Hattingen,,0171 2 83 25 55,https://www.gelbeseiten.de/gsbiz/e8d69fa9-8afb-488a-977f-60f2d0a9adf1
67,Wetzel Industrieelektronik,Hindenburgstr. 19 75378  Bad Liebenzell,,(07052) 93 32 36,https://www.gelbeseiten.de/gsbiz/8d3c1660-6cbf-4eec-b7fd-8ef30d190418
68,Heinze Anlagenbau GmbH,Vorm Kalkofen 1 58762  Altena-Evingsen,,(02352) 97 82-0,https://www.gelbeseiten.de/gsbiz/bab01efc-74a5-4b17-baf0-2d90fac82dc3
69,Kollritsch Peter Anlagenbau,Schachtstr. 21 59379  Selm,,(02592) 97 85 79,https://www.gelbeseiten.de/gsbiz/9930b108-be5b-480a-a50b-d5b140ee8729
70,WEBER GmbH,Wailandtstr. 6 63741  Aschaffenburg-Nilkheim,,(06021) 35 88-0,https://www.gelbeseiten.de/gsbiz/bd6c58d7-e847-401b-bc67-a8b765f68e12
71,Mezori Claudia Touching Ball,Max-Planck-Str. 42 08066  Zwickau-Eckersbach,,(0375) 45 02 95,https://www.gelbeseiten.de/gsbiz/bb118a29-3626-4dc7-a3fe-6cf99a5bbe4c
72,Steel Tec Farm GmbH,Lise-Meitner-Str. 5 25746  Heide,,(0481) 78 76 06-0,https://www.gelbeseiten.de/gsbiz/593d9069-71be-47db-accf-843ae49fa579
73,Woldrich Engineering + Consulting,Walther-Wolff-Str. 11 01855  Sebnitz,post@w-ec.de,(035971) 8 05 30,https://www.gelbeseiten.de/gsbiz/1659bdc0-44a0-4338-b3c9-9ae2e5bf3c4b
74,Steel Tec Farm GmbH Metallbau,,,(01523) 4 24 70 32,https://www.gelbeseiten.de/gsbiz/218629b9-e566-430a-bcfd-7578738f5857
75,Anlagenbau Habeck,Schwagstorfer Eue 7 49179  Ostercappeln-Schwagstorf,,(05473) 95 76 89-0,https://www.gelbeseiten.de/gsbiz/8604b8e0-5c46-4ff5-ba62-f3c7d2e6e2b5
76,Anlagenbau Niemann,Ihlenfelderstr. 127 17034  Neubrandenburg-Ihlenfelder Vorstadt,,,https://www.gelbeseiten.de/gsbiz/a341d3e3-5644-4057-ac34-b4491f0df34e
77,Anlagenbau Niemann,Ihlenfelderstr. 127 17034  Neubrandenburg-Ihlenfelder Vorstadt,,,https://www.gelbeseiten.de/gsbiz/a341d3e3-5644-4057-ac34-b4491f0df34e
78,Bischl Anlagenbau,Balthasar-Neumann-Str. 3 97337  Dettelbach,,(09324) 9 78 78 24,https://www.gelbeseiten.de/gsbiz/cbbb39a3-a499-4b25-b72b-6fd4f4a96051
79,Bischl Anlagenbau,Balthasar-Neumann-Str. 3 97337  Dettelbach,,(09324) 9 78 78 24,https://www.gelbeseiten.de/gsbiz/cbbb39a3-a499-4b25-b72b-6fd4f4a96051
80,Anlagentechnik Metz,Am Stützle 11 97705  Burkardroth-Zahlbach,info@anlagentechnik-metz.de,(09734) 93 10 95-0,https://www.gelbeseiten.de/gsbiz/d95f83b3-6545-4661-a805-7045e233fe0f
81,AIM Anlagenbau,Neuer Wall 101B 06785  Oranienbaum-Wörlitz,,(034905) 32 87 26,https://www.gelbeseiten.de/gsbiz/b8f51b80-904a-410f-a555-b740f4780d38
82,ATIK Anlagentechnik,Mendt 42A 53567  Buchholz,,(02683) 9 45 29 10,https://www.gelbeseiten.de/gsbiz/bfead996-f7f2-43f7-b26e-0e021f6d9932
83,hightec Anlagenbau,Alte Lüneburger Str. 9 21442  Toppenstedt,,(04173) 80 21,https://www.gelbeseiten.de/gsbiz/86162684-da67-4723-a0cf-aca808c0a045
84,hightec Anlagenbau,Alte Lüneburger Str. 9 21442  Toppenstedt,,,https://www.gelbeseiten.de/gsbiz/83683a22-c49d-430f-96be-f97b5646a745
85,Hiko Anlagentechnik,Hahnstr. 11 48369  Saerbeck,,(02574) 9 28 33 35,https://www.gelbeseiten.de/gsbiz/4e8aec57-c310-4dc6-a37d-da7e5a2efd33
86,Köhn Anlagentechnik,Haydnring 2D 23611  Bad Schwartau,,(0451) 2 80 28 29,https://www.gelbeseiten.de/gsbiz/e2f3903b-66d2-4071-a03a-556bca82794f
87,Koschel Anlagentechnik,Teichweg 41 22949  Ammersbek-Lottbek,,(040) 6 05 43 01,https://www.gelbeseiten.de/gsbiz/7718b195-8b52-4309-b473-45986e9182bf
88,Wexel Anlagenbau,Am Fienacker 16 53913  Swisttal-Buschhoven,,(02226) 9 11 34 74,https://www.gelbeseiten.de/gsbiz/485df796-8cfa-4223-8be8-3b1639c7becd
89,HAUSMANN Industrie - Pumpen GmbH,Wetzlarer Str. 94A 14482  Potsdam-Babelsberg Süd,info@hausmann-pumpen.de,(0331) 74 09 21 10,https://www.gelbeseiten.de/gsbiz/7f12e5cc-12c7-4280-ab16-a33431cc7d71
90,"Hermes Industrieanlagen GmbH Elektro-, Mess- u. Automatisierungstechnik Industrieanlagenbau",Hubertusstr. 35A 45657  Recklinghausen-Ost,,(02361) 9 36 70-0,https://www.gelbeseiten.de/gsbiz/63fffad1-9738-4e7c-af02-7d28a6bee6cb
91,Hoffmeier Industrieanlagen GmbH & Co. KG,Kranstr. 45 59071  Hamm-Uentrop,,(02388) 33-4 50,https://www.gelbeseiten.de/gsbiz/d230bc56-8744-467f-b67d-0dfd14e57c2b
92,Klima-Kälte Schüssler,Geiersbergstr. 2 63811  Stockstadt,info@klima-service.de,(06027) 41 91-0,https://www.gelbeseiten.de/gsbiz/1ddeb34f-5d98-4532-b287-76a7a529fdc5
93,Elektro Koppen,Brinkstr. 31 46149  Oberhausen-Buschhausen,info@elektro-koppen.com,(0208) 9 94 96-0,https://www.gelbeseiten.de/gsbiz/241c772e-ea5d-4e77-a964-9705dcd1d551
94,Henn GmbH Anlagentechnik,Hamburg,,,https://www.gelbeseiten.de/gsbiz/8c0cf054-b744-4bae-bb7f-c78ad302bca7
95,HP Industrie- und Gewerbebau GmbH,Morsestr. 15 50769  Köln-Merkenich,,(0221) 97 03 22-0,https://www.gelbeseiten.de/gsbiz/4fc14365-b414-423d-b05d-ca6c2fc7d559
96,Rescher Andreas,Am Kirchsteig 35a 86928  Hofstetten Kr.LL.,,(08196) 99 94 50,https://www.gelbeseiten.de/gsbiz/2c18a77c-44bb-4322-879d-1a1b1cded49e
97,Paletti Profilsysteme GmbH & Co. KG,Gewerbepark Meißen 17 32423  Minden-Meißen,sales@paletti-profilsysteme.de,(0571) 3 87 30 30,https://www.gelbeseiten.de/gsbiz/71f6c43b-4500-4d04-b385-481491cd4194
98,Vieler,Josef-Holzheu-Str. 11 86932  Pürgen-Lengenfeld,info@ib-vieler.de,(08196) 99 95 82,https://www.gelbeseiten.de/gsbiz/ffcf873d-9561-442e-8e39-ede4782c2fe5
99,Reinders + Partner GmbH Anlagenbau,Heinrich-Held-Str. 16 45133  Essen-Rüttenscheid,,(0201) 8 41 14-0,https://www.gelbeseiten.de/gsbiz/f7c7ac5e-7963-4e30-92a4-138913aceba8
100,BIG wash K. Frowein,Heinrich-von-Kleist-Str. 12 61350  Bad Homburg-Kirdorf,,(06172) 8 57 55 75,https://www.gelbeseiten.de/gsbiz/e88987ce-a901-4f3e-85c8-01a872d64d06
101,Eickhoff Industrie-Anlagenbau GmbH,Timmerhellstr. 35-39 45478  Mülheim an der Ruhr-Speldorf,,(0208) 99 90-0,https://www.gelbeseiten.de/gsbiz/9a19800c-9322-4cd1-b00d-48e1a254197f
102,Feuerschutz Stefan Anlagenbau GmbH,Deutzer Weg 39 44287  Dortmund-Aplerbeck,,(0231) 47 54 70 54,https://www.gelbeseiten.de/gsbiz/fe1425de-bdf1-4fc5-b2ce-3608f9344c67
103,"Scholle Wolfgang, Theodor",Raiffeisenstr. 2A 46244  Bottrop-Kirchhellen Mitte,,(02045) 40 75 58,https://www.gelbeseiten.de/gsbiz/5add15ca-efe7-4735-b604-14d4a9622004
104,Dr. Weigel Anlagenbau GmbH,Siedlerweg 10 39124  Magdeburg-Neue Neustadt,info@weigel-anlagenbau.de,(0391) 2 52 30 40,https://www.gelbeseiten.de/gsbiz/0f72021a-9900-4cb4-9113-85d946264ff0
105,biac Personalservice GmbH,Comeniusstr. 32 01307  Dresden-Johannstadt-Süd,dresden@biac-personal.de,(0351) 88 84 90 50,https://www.gelbeseiten.de/gsbiz/889a8cc6-77a7-4dd2-92fc-241ca005c9ea
106,Korona Solarsysteme GmbH,Hauptstr. 379a 51465  Bergisch Gladbach,info@korona-solar.de,(02202) 4 22 20,https://www.gelbeseiten.de/gsbiz/205187d1-2ff1-41ec-833b-8d1bc1665816
107,AS Andreas Seidel,Taldorfer Weg 3 13437  Berlin-Wittenau,elektro-as-seidel@t-online.de,(030) 40 91 45 06,https://www.gelbeseiten.de/gsbiz/1d9692b2-48a3-4b60-86f2-77af67796192
108,RKM - Arens Anlagenbau GmbH,Teilungsweg 30 45329  Essen-Altenessen-Nord,,(0201) 36 45 96-0,https://www.gelbeseiten.de/gsbiz/a4cd329f-0abb-47aa-a94b-ecd6afe860fc
109,Schultze Anlagentechnik GmbH,21107  Hamburg,,,https://www.gelbeseiten.de/gsbiz/a575dfda-e0c7-4543-9742-c15cd08778c3
110,IGATEC International GmbH Technischer Anlagenbau,Profilstr. 6 58093  Hagen-Lennetal,,(02331) 3 67 88-0,https://www.gelbeseiten.de/gsbiz/42b649b1-fc18-47df-a850-8f018dd3d86c
111,Neuhaus GmbH Konstruktion & Anlagentechnik,Salierweg 20 46286  Dorsten-Wulfen,,(02369) 2 09 08 95,https://www.gelbeseiten.de/gsbiz/8d74f43c-1db7-4ab4-994a-1e62c8e4709e
112,Krause Industrie- und Anlagenbau GmbH,Lippestr. 8 44579  Castrop-Rauxel-Habinghorst,,(02305) 97 70-0,https://www.gelbeseiten.de/gsbiz/79d8a2ef-5752-4c20-b8c7-91fc15580b63
113,Petroleum Technologie und Anlagenbau GmbH,Feldhauser Str. 151 45896  Gelsenkirchen-Buer,,(0209) 37 77 53,https://www.gelbeseiten.de/gsbiz/9a2cd201-9d03-49da-ba73-adfc102fbf61
114,Niwiarra Stefan Kläranlagenbau Tiefbau,Kirchstr. 20 17392  Spantekow-Rebelow,tiefbau@niwiarra.de,(039727) 2 69 45,https://www.gelbeseiten.de/gsbiz/48b4a101-758c-4fcb-b9be-be8e3a092a06
115,Aurin GmbH,Homberger Str. 25 47441  Moers-Mitte,kontakt@personal-service.com,(02841) 90 53-53,https://www.gelbeseiten.de/gsbiz/50196b4d-c02d-4468-a48f-d727ef4d7712
116,Stima Anlagenbau GmbH,Meitnerstr. 23 49835  Wietmarschen-Lohne,,(05908) 9 37 01 11,https://www.gelbeseiten.de/gsbiz/3871b951-8fd9-44ad-8c58-bde21f47243e
117,Global HWR GmbH Technischer Anlagenbau,Schäferkampstr. 18 59439  Holzwickede,,(02301) 1 84 93 99,https://www.gelbeseiten.de/gsbiz/c397e5ce-0a9f-4a48-8c20-1b78250ae988
118,Kirchhof Gruppe® Anlagenbau,Moorfleeter Str. 52 22113  Hamburg-Billbrook,,(040) 22 63 79 40,https://www.gelbeseiten.de/gsbiz/68fbd07b-e984-4851-8701-be0c1efeedac
119,Reichling Anlagenbau  GmbH,Werkstr. 7 67354  Römerberg-Berghausen,info@reichling-anlagenbau.de,(06232) 6 01 90,https://www.gelbeseiten.de/gsbiz/326ed117-4a1e-41b9-97fb-38393dbddd79
120,STH Anlagenbau GmbH,Gerstenweg 13 93092  Barbing,,(09401) 5 39 79-0,https://www.gelbeseiten.de/gsbiz/7da6ee5c-3e60-4fae-bf1a-a5faec872499
121,apikal Anlagenbau GmbH,Ewald-Kleffel-Str. 1 02991  Laubusch,,0800  2 74 52 50,https://www.gelbeseiten.de/gsbiz/d0e29b56-1ac9-4163-bf29-a8dbfaab4e80
122,Kettwig Anlagenbau GmbH,Zwischen den Wieken 2 26835  Neukamperfehn-Stiekelkamperfehn,,(04946) 9 16 98 10,https://www.gelbeseiten.de/gsbiz/0a944638-b28c-4e6e-9cb4-ee3847b03838
123,Elektro-Team-Hopfe Industrieanlagen Beleuchtungstechnik u. Elektroinstallationen,Carl-Sonnenschein-Str. 88 47809  Krefeld-Linn,,(02151) 57 25 16,https://www.gelbeseiten.de/gsbiz/b78a8d93-8201-4e9a-82c0-79412d1dbeab
124,Müller Offenburg GmbH,Englerstr. 4 77652  Offenburg-Nordstadt,,(0781) 7 94-0,https://www.gelbeseiten.de/gsbiz/6d3365cc-6f55-4c80-82c7-2d69347fcd7b
125,"AKS Anlagenbau, Konstruktion und Service GmbH",Am Leveloh 22 45549  Sprockhövel-Obersprockhövel,,(02324) 90 15 40,https://www.gelbeseiten.de/gsbiz/4a9dab1b-2052-4cf9-afd5-2540cbdfa722
126,"AKS Anlagenbau, Konstruktion und Service GmbH",Am Rennebaum 11 45549  Sprockhövel-Hiddinghausen,,(02339) 1 21 99 90,https://www.gelbeseiten.de/gsbiz/4a54f3c0-096e-4a95-a17d-88893898e611
127,PAKT Potsdamer Anlagenbau u. Kältetechnik GmbH,Anni-von-Gottberg-Str. 3 14480  Potsdam-Kirchsteigfeld,,(0331) 5 67 15-0,https://www.gelbeseiten.de/gsbiz/62a076ee-c048-45a4-a1b3-ffa32d40923d
