Nr,Name,Email,Telefon,Web
23,Kilicbau Außenanlagen & Landschaftsbau,info@kilicbau.com,(0152) 54 17 77 83,https://www.gelbeseiten.de/gsbiz/fec7e2eb-ce84-4bd5-91e7-88283e542779
24,L & T Bau,info@l-t-bau.de,0160 96 03 64 86,https://www.gelbeseiten.de/gsbiz/befd09aa-f2e0-4cf6-8378-e19de10806ac
25,Nägele GmbH,mail@tiefbau-naegele.de,(07195) 2 09 13 48,https://www.gelbeseiten.de/gsbiz/f15fb5bd-23e6-4b8c-ad18-997923df9354
26,Schönbrodt' s Tiefbau GmbH,info@tiefbau-berlin.de,(030) 56 29 95 04,https://www.gelbeseiten.de/gsbiz/540c8015-b484-495c-8e24-b8917a134a9f
27,U&M Pflaster Bau,um.bau@outlook.de,(06433) 9 49 63 38,https://www.gelbeseiten.de/gsbiz/627f4a2e-1d43-4cf3-8240-8168fb62b967
28,Widmann Bau GmbH,info@widmann-bau.com,(08207) 96 12-0,https://www.gelbeseiten.de/gsbiz/c9054368-9f75-42f7-bceb-1395ecc0c2f7
29,A & W Tiefbau GmbH,aundwtiefbau@t-online.de,(02802) 94 79 90,http://www.aundwtiefbau.de
30,Bätz Bau GmbH,info@baetz-bau.de,(07245) 8 09 99 60,https://www.gelbeseiten.de/gsbiz/cf8825dd-1ecd-475a-80ae-512e106dcb6c
31,Bau Service Logistik GmbH,info@bsl-leipzig.de,(0341) 9 09 65 17,https://www.gelbeseiten.de/gsbiz/ffe38b54-9c12-4ade-b37e-53cf6908d557
32,Baugesellschaft Geerling + Berndsen mbH,info@bau-gb.de,(02822) 9 14 56-0,http://www.bau-gb.de
33,"Bauunternehmen F. Gerber GmbH & Co. KG Hoch-, Tief- & Straßenbau",info@gerber-bau.de,(07666) 94 47 90,https://www.gelbeseiten.de/gsbiz/c8b459a5-7a9a-4378-b51c-0625164ce48f
34,Bauunternehmen Hofer Tiebau & Landschaftsbau GmbH,info@tiefbau-hofer.de,(08064) 9 42 98 03,https://www.gelbeseiten.de/gsbiz/88628e62-fe63-42d6-a022-23203d11d081
35,Bauunternehmen Neumeister GmbH,M.Neumeister@freenet.de,(035953) 2 97 37,http://www.tiefbau-neumeister.de
36,Bernhard Kriesten GmbH,info@kriesten.com,(02354) 7 01 08 01,https://www.gelbeseiten.de/gsbiz/61f4bc2f-ad74-43aa-aadf-cf87a2073e8a
37,Bethke & Leide GmbH,info@bethke-leide.de,(0511) 73 05 30,https://www.gelbeseiten.de/gsbiz/f37456e1-0940-4165-a35b-ca3493b7c0b0
38,Billstein jun. GmbH & Co. KG,billstein@t-online.de,(02151) 47 37 39,http://www.billstein-bau.de
39,Bundrock GmbH,info@bundrock.de,(02181) 21 29 32-0,http://www.bundrock.de
40,CAHORE GmbH,cahore@cahore.de,(02191) 66 86 77,http://www.cahore.de
41,Chemnitzer Verkehrsbau GmbH,manja.tschoek@cvb-sachsen.de,(03733) 1 70 90,http://www.cvb-sachsen.de
42,Erdem Garten- und Landschaftsbau,info@garten-und-landschaftsbau-erdem.de,0174 9 20 86 51,https://www.gelbeseiten.de/gsbiz/31cd06fa-9cac-44fd-9da5-563d1d4fa50a
43,"FISCHER, SILVIO",fischertiefbau@web.de,(03381) 31 74 22,https://www.gelbeseiten.de/gsbiz/a5f43831-179e-4dc6-a2b2-44af162a6849
44,Garten- und Landschaftsbau Ross,info@ross-gartenbau.de,(02242) 9 35 99 00,https://www.gelbeseiten.de/gsbiz/0810f506-3603-413e-b3f5-1374db0a4036
45,Gasterstädt,k-gasterstaedt@t-online.de,(0202) 87 00 41 42,http://www.gasterstaedt-bauunternehmung.de
46,Haas,info@haas-kanalbau.de,(08141) 62 19 70,https://www.gelbeseiten.de/gsbiz/f307af50-2534-4da9-af61-e73628449035
47,Heemskerk Tiefbau GmbH,buero@heemskerk-tiefbau.de,(02841) 50 78 11,http://www.heemskerk-tiefbau.de
48,Heindl Georg GmbH,kies@heindl-rimsting.de,(08051) 50 99,https://www.gelbeseiten.de/gsbiz/aa747abe-1143-4326-ae96-b703e5e66e66
49,Heinrich Strünker GmbH,info@struenker.de,(02202) 1 88 60,https://www.gelbeseiten.de/gsbiz/b0083a31-c457-45cd-840d-48f40fbae827
50,Hermann Huttner Tiefbau GmbH,huttner-tiefbau@t-online.de,(08807) 72 58,https://www.gelbeseiten.de/gsbiz/c8012225-4deb-45e4-b3ed-2c1320aad2c6
51,J. Feldmaier GmbH,info@feldmaier.bayern,(08161) 6 29 79,https://www.gelbeseiten.de/gsbiz/48521cca-499b-4ae6-9846-30fbeb229645
52,K & K Tiefbau GmbH,kk-tiefbau@t-online.de,(034206) 62 40,https://www.gelbeseiten.de/gsbiz/500ee976-5de1-4ac3-aec8-f1045c1f117c
53,K & K Tiefbau GmbH,kk-tiefbau@t-online.de,(034206) 62 40,https://www.gelbeseiten.de/gsbiz/500ee976-5de1-4ac3-aec8-f1045c1f117c
54,Kasper & Schlechtriem Straßen- u. Tiefbau GmbH & Co. KG,ks-tiefbau@t-online.de,(03571) 40 32 55,https://www.gelbeseiten.de/gsbiz/2e98619e-ef11-4b64-b580-2f1ec355434b
55,Kerker Tiefbau GmbH,kerker-baustoffe@web.de,(033845) 4 05 99,https://www.gelbeseiten.de/gsbiz/f556384b-99da-4370-80b2-e35e40a17e64
56,König Stefan Garten- und Landschaftsbau,galabau.koenig@web.de,(04207) 31 15,https://www.gelbeseiten.de/gsbiz/b7274735-2e94-4121-bd81-6b46519221ba
57,Kussatz & Schuster Bau GmbH,info@kussatz-schuster.de,(03546) 27 39-0,https://www.gelbeseiten.de/gsbiz/77f1182f-2838-443a-9374-acecd5b32061
58,Lemm Tiefbau GmbH,lemm@tiefbaulemm.de,(02268) 9 14 90,https://www.gelbeseiten.de/gsbiz/ef477c99-1de4-4fc8-8696-b9d23a5f6958
59,Luding GmbH,info@luding-tiefbau.de,(09294) 9 75 54 30,mailto:info@luding-tiefbau.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
60,M. Büttner Bau GmbH,info@buettner-bagger.de,(09564) 15 00,http://www.buettner-bagger.de
61,Mayer Hoch- und Tiefbau GmbH,info@mayer-hochtiefbau.de,(08663) 53-0,https://www.gelbeseiten.de/gsbiz/6aaed937-93d1-427f-81d7-8636f45d51c2
62,MONHEIMIUS,info@monheimius-tiefbau.de,(0212) 5 99 76-0,https://www.monheimius-tiefbau.de
63,Müller Erich Tiefbau GmbH,tiefbau@mueller-velbert.de,(02051) 2 33 48,http://www.mueller-velbert.de
64,Müller Pflaster- & Tiefbau GmbH & Co. KG,info@pflasterbau-mueller.com,(035975) 8 01 59,http://www.pflasterbau-mueller.com
65,O. Lehmann e.K. Tief- u. Rohrleitungsbau,lehmannbaugmbh@osnanet.de,(05451) 7 43 00,https://www.gelbeseiten.de/gsbiz/d9fb48f3-bcfb-4184-8832-5f03debbf4d1
66,Oleksyn Felix,felix@oleksyn.de,(0171) 4 32 01 34,https://www.gelbeseiten.de/gsbiz/583f1429-c7b7-40aa-8e2f-a3c89ef9ac87
67,Plereiter GmbH & Co. Betriebs KG,info@plereiter.de,(08665) 98 40-0,https://www.gelbeseiten.de/gsbiz/b0a527c5-c118-416e-909c-6de23279bcd4
68,Poludniok,post@poludniok.de,(02051) 25 55 33,http://www.poludniok.de
69,Röhrsdorfer Bauhof Tiefbau GmbH,info@roehbau.de,(03722) 50 01 33,http://www.roehbau.de
70,Rolf Strohmaier GmbH,info@strohmaier-huglfing.de,(08802) 18-0,https://www.gelbeseiten.de/gsbiz/b3a5c870-5ad3-46aa-bc7c-053044269e69
71,"Rosenberger, Andreas",Rosenberger.Tiefbau@web.de,(0170) 3 26 52 10,mailto:Rosenberger.Tiefbau@web.de?subject=Anfrage%20%C3%BCber%20Gelbe%20Seiten
72,Sax + Klee GmbH,info@sax-klee.de,(0621) 18 20,https://www.gelbeseiten.de/gsbiz/ff23eeb6-c7bf-4c6d-b6c2-fd00003ef6a7
73,Schmidt Siegmund,info@schmidt-s-gartenbau.de,(08171) 9 60 50,https://www.gelbeseiten.de/gsbiz/061481e7-bfaa-47ff-8abb-d80d377580bc
74,Schnepper Erd- u. Schüttgutbewegung GmbH,schnepper-massen@web.de,(02303) 95 33 40,https://www.gelbeseiten.de/gsbiz/2e772c14-4270-432a-9f45-dd4636416a17
75,Schuhmacher Hans Peter GmbH,info@hpschuhmacher.de,(06024) 16 26,https://www.gelbeseiten.de/gsbiz/4022a5b4-ae02-41d1-9225-1ed3af30ea4c
76,Schwaiger GmbH,Schwaiger.Bauservice@t-online.de,(089) 99 19 03-0,https://www.gelbeseiten.de/gsbiz/46d43241-3034-48e5-b9fc-6a9458922cc4
77,SCHWAMBORN GmbH,schwamborn-tiefbau@web.de,(02204) 6 67 98,https://www.gelbeseiten.de/gsbiz/3e5fa342-7a91-4446-824a-6388c6976792
78,Spezialtiefbau GmbH Cottbus,spezialtiefbau@freenet.de,(0355) 86 02 00,https://www.gelbeseiten.de/gsbiz/d5550430-b6b0-4575-88dd-a09a040b76d7
79,Spezialtiefbau GmbH Cottbus,spezialtiefbau@freenet.de,(0355) 86 02 00,https://www.gelbeseiten.de/gsbiz/d5550430-b6b0-4575-88dd-a09a040b76d7
80,Stark Tiefbau GmbH,stark-tiefbau@t-online.de,(02193) 14 15,https://www.gelbeseiten.de/gsbiz/80a8a7b4-27b5-43f1-a763-0e1a34f2dd1e
81,Stefan Mayer Bohrungen GmbH & Co. KG,info@mayer-bohrungen.de,(08039) 40 98 46,https://www.gelbeseiten.de/gsbiz/a37bcd18-5c7c-4123-beff-04bbae375f7c
82,Thieltges GmbH & Co. KG,info@thieltges-bau.de,(02173) 7 00 32,https://www.thieltges-bau.de
83,Tief- u. Straßenbau GmbH,tief-und-strassenbau@t-online.de,(03722) 9 25 02,http://www.tief-und-strassenbau-hartmannsdorf.de
84,Tiefbau Böhm GmbH & Co. KG,info@tiefbau-boehm.de,(0371) 26 67 40,http://www.tiefbau-boehm.de
