Nr,Name,Address,Email,Telefon,Web
19,Bauunternehmen Andreas Melchers,Frohnhauser Str. 149 45144  Essen-Frohnhausen,info@melchers-bau.de,(0201) 75 95 88 99,https://www.gelbeseiten.de/gsbiz/7396bad8-4c4d-43c3-b6ea-a160ae14e5a0
20,Audino Toni,Ziegelsteinstr. 184 90411  Nürnberg-Ziegelstein,,(0911) 52 47 73,https://www.gelbeseiten.de/gsbiz/dad93c81-22cc-4564-9126-423eb3caf249
21,"Das moderne Handwerk, Inh. Jan Frettlöhr",Industriestr. 1A 63829  Krombach,info@das-moderne-handwerk.de,(06024) 6 36 00 68,https://www.gelbeseiten.de/gsbiz/e578a817-2bb9-4b6a-a9e6-702ffc10942a
22,Goldschmid GmbH,Gärtnerstr. 16 70329  Stuttgart-Hedelfingen,info@goldschmid-gmbh.de,(0711) 42 17 35,https://www.gelbeseiten.de/gsbiz/69b6c437-21db-442a-a93a-9ca6496b25a5
23,Reinnisch,Würmstr. 8 82166  Gräfelfing,kontakt@wuermtal-schreiner.de,(089) 85 13 31,https://www.gelbeseiten.de/gsbiz/0f59c9ee-9549-4b54-98a3-62d364214fbe
24,Denecke Brausem GmbH,Brandroster 27 51427  Bergisch Gladbach,,(0151) 22 34 56 75,https://www.gelbeseiten.de/gsbiz/f8b26696-87f9-40b1-b2e0-90d04a712de2
25,Holzbearbeitung Stolz,Halskestr. 10 40880  Ratingen-Tiefenbroich,stolz-holzbearbeitung@t-online.de,(02102) 47 10 00,https://www.gelbeseiten.de/gsbiz/a3f5ac29-8ee7-4f61-8dca-34318c462b98
26,Thiele Trockenausbau GmbH,Südstr. 50 04178  Leipzig-Böhlitz-Ehrenberg,info@thiele-trockenausbau.de,(0341) 4 42 75 51,https://www.gelbeseiten.de/gsbiz/dbeeb45b-ef96-4f4f-a64e-fa6c6d09f160
27,Schmidt Bau- u. Möbelschreinerei,Boveristr. 4a 68526  Ladenburg,info@hs-schreinerei.de,(06203) 9 58 38 70,https://www.gelbeseiten.de/gsbiz/5fceb122-3f17-4ebb-bb72-e8c53950c77f
28,Götten Innenausbau,Güterberg 11 63739  Aschaffenburg-Innenstadt,,(0171) 8 33 31 24,https://www.gelbeseiten.de/gsbiz/8b102d99-aa0f-41fb-a6c4-7c1f8a34c1e5
29,Gotta & Danz Rene Böckle,Wiener Str. 120-124 60599  Frankfurt am Main-Oberrad,schreinerei-gotta-danz@t-online.de,(069) 65 71 35,https://www.gelbeseiten.de/gsbiz/4402fa7d-922a-4b93-bfb2-ebbbb053b758
30,Link Martin,Erlanger Str. 271 90765  Fürth-Nordstadt,,(0911) 76 18 25,https://www.gelbeseiten.de/gsbiz/2ded9d10-56a8-4b20-b350-c0c8e2ffad86
31,Hans Greimel GmbH & Co. KG,Einfangstr. 10 82211  Herrsching-Breitbrunn,bau@greimel.com,(08152) 93 04-0,https://www.gelbeseiten.de/gsbiz/7408ddfe-62db-4dbe-99ce-48edfa825041
32,Mölders GmbH,Am Pannofen 35a 47608  Geldern,,(02831) 17 66,https://www.gelbeseiten.de/gsbiz/a84e2cf5-d193-4da4-b792-0cb171aebcb0
33,Nick Thorsten,Willy-Böhmer-Str. 8 82418  Murnau-Westried,mail@schreinerei-nick.de,(08841) 6 78 59 84,https://www.gelbeseiten.de/gsbiz/c70d0db9-d496-4ee4-8e01-c05f385b5ec7
34,Josef Baumann GmbH,Arndtstraße 14 85356  Freising-Neustift,info@baumann-zimmerei.de,(08161) 6 69 98,https://www.gelbeseiten.de/gsbiz/035156ef-2e45-402f-8f16-ca085a2d9723
35,Schnepf Schreinerei,Landsberger Str. 26 86179  Augsburg-Haunstetten,schreinerei-schnepf@mnet-mail.de,(0821) 4 55 77 14,https://www.gelbeseiten.de/gsbiz/76c89b85-3818-4b94-b190-7b0eeee10937
36,Concept GmbH,Herderstr. 3 40721  Hilden,info@concept-koerver.de,(02103) 24 12 04,https://www.gelbeseiten.de/gsbiz/52cd3ba5-8a82-4f17-aed3-77419639a2e2
37,Elke Wüstemann GmbH,Tangermünder Str. 8 06124  Halle-Westliche Neustadt,info@wuestemann-bausanierung.de,(0345) 8 06 09 06,https://www.gelbeseiten.de/gsbiz/1fd11619-fce0-470c-aac4-c1f83e8e6f43
38,Baumanagement Tlusteck GmbH,Krokusweg 7 39118  Magdeburg-Reform,bmt-tlusteck@t-online.de,(0391) 6 62 65 06,https://www.gelbeseiten.de/gsbiz/2ba1b194-533d-49ab-8b61-584810d8aac3
39,Bytomski Peter,Lange Str. 15F 30926  Seelze-Döteberg,info@peter-bytomski.de,(05137) 12 42 88,https://www.gelbeseiten.de/gsbiz/36a4e2c3-68f4-464d-a47c-4877bed1be89
40,Diedrichsen Hermann Inh. Udo Diedrichsen Tischlerei,Saseler Str. 57 22145  Hamburg-Rahlstedt,info@diedrichsen-innenausbau.de,(040) 6 78 10 20,https://www.gelbeseiten.de/gsbiz/167a9a8e-c1d9-4b3c-a1b0-8e42fc76a5ec
41,A & S TEAM,St.-Bonifatiusstr. 20 81541  München-Obergiesing,stefan.matschina@gmx.de,(089) 45 22 61 52,https://www.gelbeseiten.de/gsbiz/6b2e69ed-4b19-467b-b529-2ceab669b8fd
42,Elke Wüstemann GmbH,Tangermünder Str. 8 06124  Halle-Westliche Neustadt,info@wuestemann-bausanierung.de,(0345) 8 06 09 06,https://www.gelbeseiten.de/gsbiz/1fd11619-fce0-470c-aac4-c1f83e8e6f43
43,Schnitger GmbH,Dr.-Berns-Str. 4a-6 47441  Moers-Hülsdonk,info@schnitgergmbh.de,(02841) 8 81 42-0,https://www.gelbeseiten.de/gsbiz/a6cefff5-a46e-4330-a8af-966ab36d5e8e
44,HVP Hansa Verputzgesellschaft mbH,Bültbek 4 22962  Siek,info@hvp-gmbh.de,(04107) 18 91,https://www.gelbeseiten.de/gsbiz/ac8bb1fd-8a81-436c-8d24-c39e51593acf
45,Innenausbau Tracz,Wengestr. 2 45309  Essen-Schonnebeck,andrzej.tracz@freenet.de,(0178) 7 69 25 52,https://www.gelbeseiten.de/gsbiz/2eabfe71-c09b-4720-a90b-48e71d05cc70
46,bab Akustik & Innenausbau,Feuerseeplatz 10 70176  Stuttgart-West,b-akustik-bau@gmx.de,(0711) 62 16 48,https://www.gelbeseiten.de/gsbiz/fef9e66b-753e-4cb8-b089-57947c1397e0
47,Holzwerkstätte Lunnebach GmbH,Alemannenstr. 21 56072  Koblenz-Rübenach,rolf@lunnebach.com,(0261) 6 19 63,https://www.gelbeseiten.de/gsbiz/6e874f1a-c739-44a6-9002-b8b1e3431c53
48,Neuvians Innenausbau GmbH,42579  Heiligenhaus,info@neuvians-innenausbau.de,(02056) 5 82 78 11,https://www.gelbeseiten.de/gsbiz/bce08401-92a9-4d97-b0be-912c144f3d56
49,Schoppmann & Wellenbrink oHG,Hirschweg 11 33335  Gütersloh-Avenwedde,info@schoppmann-wellenbrink.de,(05241) 74 31 26,https://www.gelbeseiten.de/gsbiz/e1f47908-d084-452f-8599-2da6e06db81f
50,Holzapfel Matthias,Lipsweg 23 34379  Calden-Fürstenwald,maho-bauservice@t-online.de,(05609) 68 27,https://www.gelbeseiten.de/gsbiz/68490b6b-097d-4643-bb52-e64f964bedf3
51,Akustik und Trockenbau Loch Riko,Zwickauer Str. 58 01069  Dresden-Südvorstadt-West,info@trockenbau-loch.de,(0351) 4 07 88 54,https://www.gelbeseiten.de/gsbiz/122c45be-fa42-40b7-b018-010eb8a3bf33
52,Innenausbau Stepien,Abteihofstr. 17 40221  Düsseldorf-Volmerswerth,mail@innenausbau-stepien.de,(0211) 3 11 91 12,https://www.gelbeseiten.de/gsbiz/4c2cf3ee-6e30-4ae2-9a57-81f373c2d858
53,Buberl Schreinerei GmbH,Rosenheimer Str. 44A 85567  Grafing,info@buberl-schreinerei.de,(08092) 33 67 11,https://www.gelbeseiten.de/gsbiz/98436e07-1a7b-42be-871f-a389f448a3f9
54,Müller Tischlerei GmbH & Co KG,Kirchweg 131 24558  Henstedt-Ulzburg,mail@mueller-tischlerei.de,(04193) 96 01-0,https://www.gelbeseiten.de/gsbiz/dc686081-8b80-4e8f-89b3-3af477d3027e
55,Krieger Joachim Systemelementebau,Aumühlstr. 26 63743  Aschaffenburg-Schweinheim,j.krieger@t-online.de,(06021) 93 01 66,https://www.gelbeseiten.de/gsbiz/08312bde-1666-43ad-a9d4-9f8c308d6e1b
56,SF-Bau,Kleine Breite 34 38302  Wolfenbüttel,info@sf-bau.com,0176 26 96 39 17,https://www.gelbeseiten.de/gsbiz/72d91883-3c8e-475e-9931-e69dcba2d0a3
57,Tischlerteam Nord GbR Tischlerei,Oststr. 90 22844  Norderstedt-Harksheide,info@tischlerteam-nord.de,(040) 61 13 77 27,https://www.gelbeseiten.de/gsbiz/d844d574-63a9-4272-900d-5cda94314223
58,CLK GmbH,Albin-Köbis-Str. 11 51147  Köln,,(02203) 9 61 08-0,https://www.gelbeseiten.de/gsbiz/0b44525d-555e-4f60-9c0e-1b71d1bc0392
59,A & C Hacker GmbH,Obermaierstr. 3 90408  Nürnberg-Nordbahnhof,info@hacker-dach.de,(0911) 40 40 40,https://www.gelbeseiten.de/gsbiz/568097a4-5cb3-4ffe-847c-5202c9ca28bd
60,"Leander Schade, Schreinerei",Kronenstr. 39 73734  Esslingen-Berkheim,info@schreinerei-schade.de,(0711) 3 45 63 02,https://www.gelbeseiten.de/gsbiz/c4ebf968-bcd8-4643-a8bf-7c4e45742388
61,Goer Tischlerei,Im Eickel 43 45731  Waltrop,info@meister-goer.de,(02309) 78 27 80,https://www.gelbeseiten.de/gsbiz/fe39d48a-96c3-49c2-ae89-bb15446fd9c8
62,Altbau - Innenausbauabeiten und Bautenschutz Kaminski & Rennings,Spillheide 39 45239  Essen-Heidhausen,info@farbenspiel-rennings.de,(0201) 50 73 33 36,https://www.gelbeseiten.de/gsbiz/0d957817-3bad-49f8-91ff-3a42aaac8706
63,Altbausanierung Fritzemeier GmbH,Max-Keith-Str. 44 45136  Essen-Bergerhausen,fritzemeier-gmbh@t-online.de,(0201) 26 80 72,https://www.gelbeseiten.de/gsbiz/9564ded5-bd5f-4617-8a32-ddb5a1876c5b
64,Beils GmbH,Fahrenberg 22D 45257  Essen-Byfang,dgbeils@t-online.de,(0201) 48 78 88,https://www.gelbeseiten.de/gsbiz/1bb5333c-7533-4dc6-b55d-853a66cc7d5b
65,Kirnbauer Bau- und Möbelschreinerei GmbH,Schultheiß-Köhle-Str. 4 71636  Ludwigsburg-Pflugfelden,info@schreinerei-kirnbauer.de,(07141) 4 12 54,https://www.gelbeseiten.de/gsbiz/d97efcc2-83af-490b-972c-b002dbf7812d
66,Dorfschmid Holzbau GmbH,Jusistr. 21 72636  Frickenhausen,info@dorfschmid-holzbau.de,(07022) 4 18 37,https://www.gelbeseiten.de/gsbiz/d0b785df-7e2c-40d2-98eb-3fc1686f8700
67,Jordan Gerhard,Oberer Dammweg 4 78050  Villingen-Schwenningen,info@jordan-schreinerei.de,(07721) 2 26 32,https://www.gelbeseiten.de/gsbiz/a89e81e9-b882-4e69-b477-f61e0efa78c6
68,Kupferschmid Schreinerei,Einsteinstr. 23 78549  Spaichingen,info@kupferschmid.de,(07424) 95 92-0,https://www.gelbeseiten.de/gsbiz/adafc231-d0e5-40bf-a886-b740b7da1064
69,holzwerkstatt kiesewalter GmbH,Wasenmühle 15 73660  Urbach,info@kiesewalter-moebel.de,(07181) 48 70 01,https://www.gelbeseiten.de/gsbiz/1e928d28-1aa3-4233-972e-252a2ad8b01e
70,K&R Bau und Montage,Clara-Zetkin-Str. 110 99099  Erfurt-Daberstedt,roeser.erfurt@arcor.de,(0361) 2 25 65 43,https://www.gelbeseiten.de/gsbiz/f7c8ed0b-32c1-43d2-b514-5f576af6cf0c
71,Graf GmbH,Heiligenbronner Str. 64 78713  Schramberg-Sulgen,info@graf-innenausbau.de,(07422) 82 88,https://www.gelbeseiten.de/gsbiz/98edfd75-afaa-4d43-ac05-7542df8b4dac
72,"Theisen GmbH & Co. KG, Ladenbau-Innenausbau",Zeppelinstr. 35 66740  Saarlouis,info@theisen-shopdesign.de,(06831) 46 00 27,https://www.gelbeseiten.de/gsbiz/afa23c4d-35fd-486a-856b-0d811f90f6f3
73,Domscheit Christian Trockenbau,Moltkestr. 130 45138  Essen-Huttrop,fa-domscheit@gmx.de,(0201) 17 54 37 63,https://www.gelbeseiten.de/gsbiz/40d94f9f-db5e-4586-b1a9-037e873a9df5
74,Mesken Tischlerei GmbH,Friedrichsdorfer Str. 54 33335  Gütersloh-Avenwedde,info@mesken-gt.de,(05241) 9 76 90,https://www.gelbeseiten.de/gsbiz/1351e494-9a95-493b-9a9b-340f279c1cfa
75,Fliesen Hüsch,Fronertsweg 8 56218  Mülheim-Kärlich,info@Huesch-Fliesen-Bau.de,(0172) 6 51 75 23,https://www.gelbeseiten.de/gsbiz/2a943514-b43f-40e3-a20e-6fff41b1fe67
76,Riethenauer Schreinerei,Amsterdamer Str. 39 74081  Heilbronn-Horkheim,info@riethenauer.de,(07131) 57 66 02,https://www.gelbeseiten.de/gsbiz/213a4705-2baa-44c6-9985-6bf78380ad53
77,AS Hausrenovierungen GmbH,Ringstr. 180 73432  Aalen-Ebnat,info@as-hausrenovierungen.de,(07367) 20 41,https://www.gelbeseiten.de/gsbiz/642366ff-333f-4e95-bfcc-0268e5621286
78,Holzschuh & Böhringer GmbH,Max-Eyth-Str. 25 70736  Fellbach-Oeffingen,info@Holzschuh-Boehringer.de,(0711) 9 06 59 89-0,https://www.gelbeseiten.de/gsbiz/a90a03b3-015e-4948-baee-56db987c9f24
79,LIA Building,Mannheimer Str. 4 65205  Wiesbaden-Delkenheim,info@liabuilding.com,(0611) 97 84 97 10,https://www.gelbeseiten.de/gsbiz/e20b7c0e-6c88-49cd-ac52-b969fd732ae0
80,Team Karpinski OHG,Krummenackerstr. 6 70329  Stuttgart-Obertürkheim,info@team-karpinski.de,(07154) 9 65 79 10,https://www.gelbeseiten.de/gsbiz/f96468bc-32e2-4f5f-844e-850d33840973
81,Arbeitsplatten Schreinerei Grabow,Hiltroper Str. 264 44805  Bochum-Grumme,info@schreinerei-grabow.de,(0234) 5 99 99,https://www.gelbeseiten.de/gsbiz/5891e182-f20d-4a32-ad61-e92591381f65
82,ML Aus- und Trockenbau,Kleeberg 7 56746  Kempenich,beratung@ml-ausbau.de,(02655) 7 89 03 16,https://www.gelbeseiten.de/gsbiz/63c45d2a-ec9d-4e83-a24b-5f22b47a0678
83,Fritz Wohndesign,Winnender Str. 17 71522  Backnang,info@fritz-wohndesign.de,(07191) 9 33 02 78,https://www.gelbeseiten.de/gsbiz/6d969717-ef7d-4c01-9c34-30f273678bbf
84,Ausbau + Schreinerei Stein & Weidle,Hertichstr. 3 1/2 71229  Leonberg-Eltingen,info@schreinerei-sw.de,(07152) 3 54 77 77,https://www.gelbeseiten.de/gsbiz/b587e851-963c-4b55-bf2a-375b336e890b
85,STUCCO HANDWERK - Stuckateurmeister Rico Gamm,Lange Str. 26 09569  Oederan,,(0171) 5 25 44 68,https://www.gelbeseiten.de/gsbiz/8bf39b22-64c5-49bc-8f8a-059e3dd84d08
86,Hofstetter GmbH - Handwerker-Haus,Alte Stuttgarter Str. 80 70195  Stuttgart-Botnang,dialog@hofstetter.net,(0711) 69 10 79,https://www.gelbeseiten.de/gsbiz/d04942ea-5eb5-454d-b7d1-c109ff484ba4
87,Juric Trockenbau & Innenausbau,Mörfelder Landstr. 78 60598  Frankfurt-Sachsenhausen,info@trockenbau-juric.de,(069) 61 82 53,https://www.gelbeseiten.de/gsbiz/8a5b9588-5d37-4a1c-b3c0-0d7c49bab0e3
88,A. Seyfried & Wiedemann Meisterbetrieb GmbH,Aloys-Senefelder-Str. 3 72636  Frickenhausen,kontakt@seyfried-wiedemann.de,(07022) 21 22 99,https://www.gelbeseiten.de/gsbiz/d7312152-965b-479e-a7eb-1680d03cc2e6
89,Baudienstleistung Wojkos Bau,Moerser Str. 97 47198  Duisburg-Alt-Homberg,wksrk@alice-dsl.net,(02066) 42 02 41,https://www.gelbeseiten.de/gsbiz/b2c6c92f-ada9-48ba-9804-99735143e36c
90,Schwerin & Schweden GbR Zimmerei,Unter den Eichen 7 29389  Bad Bodenteich-Kuckstorf,schwerinschweden@t-online.de,(05824) 41 34,https://www.gelbeseiten.de/gsbiz/bc5b5b1b-0332-456e-b68b-7075ed5b49f4
91,Gerstmeier Schreinerei,Forststr. 133/1 70193  Stuttgart-West,info@schreinerei-gerstmeier.de,(0711) 63 20 78,https://www.gelbeseiten.de/gsbiz/4121f143-b921-42d6-a2dd-6d43c4788468
92,Maestral Bauunternehmung,Werner-Heisenberg-Str. 2 63263  Neu-Isenburg,info@maestral-bauunternehmung.de,(0176) 45 95 91 07,https://www.gelbeseiten.de/gsbiz/893634df-3b6b-40ee-9768-c03614ed9e24
93,BIHZ GmbH,Luitpoldstr. 46 84034  Landshut-Nikola,info@bihz.de,(0871) 43 05 89 70,https://www.gelbeseiten.de/gsbiz/53b59eb7-5cfb-48cb-abb1-361c21f1918e
94,Potaczek Schreinerei Glaserei Christian,Fettweisstr. 2 76189  Karlsruhe-Daxlanden,info@potaczek.de,49-721-42361,https://www.gelbeseiten.de/gsbiz/f0654d4d-a9cd-414e-87e9-c9d252fa92ad
95,Weber GmbH,Schillerstr. 18 74653  Ingelfingen,klaus.weber@weber-kueche.de,(07940) 92 99-0,https://www.gelbeseiten.de/gsbiz/e68dff82-e7e4-4e65-a7fb-1298cc0d964a
96,Handwerker fürs Haus GmbH,Pommernweg 3 70794  Filderstadt-Bonlanden,,(0711) 99 70 91 71,https://www.gelbeseiten.de/gsbiz/8c816144-cd43-4816-b8ee-cfec53c44d2f
97,Alt- & Neubau Kertscher Oliver,Krummacherstr. 12 47051  Duisburg-Dellviertel,info@ok-bauelemente.de,(0203) 9 30 40 83,https://www.gelbeseiten.de/gsbiz/63db29d2-b951-439e-94ea-5ad39a7894ab
98,Becht Gebäudeservice,Stromberger Str. 40 55411  Bingen-Bingerbrück,s.becht@becht-service.de,(06721) 40 49 90,https://www.gelbeseiten.de/gsbiz/7d0919c6-7840-448e-ad46-b6211da8b312
99,Rapp Schreinerei,Dorfstr. 54 72074  Tübingen-Lustnau,info@rapp-schreinerei.de,(07071) 98 00 13,https://www.gelbeseiten.de/gsbiz/8606ad46-047e-40ad-9509-ae9c05092094
100,Meinhardt Rolf,Am Berg 23 44649  Herne-Wanne,rolfmeinhardt@web.de,(02325) 97 91 20,https://www.gelbeseiten.de/gsbiz/49b7b7cb-d80f-4bc5-8439-19e04cc4691c
101,bad & heizung Lassen GmbH,Wiesentalstr. 23 79115  Freiburg,info@lassen-gmbh.de,(0761) 45 90 30,https://www.gelbeseiten.de/gsbiz/99a5f6b9-d961-4124-a256-8ca427652f64
102,Schreinerei Merkl GmbH,Stahlgruberring 15 81829  München-Trudering,mail@schreinerei-merkl.de,(089) 42 96 96,https://www.gelbeseiten.de/gsbiz/f1a7c886-9b04-4614-9b82-b3a25cb7004b
103,Böckelen,Situlistr. 37 80939  München-Freimann,SCHREINEREI.BOECKELEN@ARCOR.DE,(089) 3 22 63 66,https://www.gelbeseiten.de/gsbiz/4894430c-fb25-474b-becb-9de6d3c35e20
104,"Burkhardt Innenausbau, Schreinerei",Max-Eyth-Str. 10 70806  Kornwestheim,info@burkhardt-lb.de,(07154) 2 44 67,https://www.gelbeseiten.de/gsbiz/d7ea5e1b-cc52-487d-ac22-a87169e25432
105,Müller A. Schreinermeister,Faurndauer Str. 88 73035  Göppingen,A.Mueller-Goeppingen@gmx.de,(07161) 7 40 55,https://www.gelbeseiten.de/gsbiz/324f413c-d509-41d7-af85-c968eb9a0de3
106,Petritz,Ernst-Wecker-Str. 5 74081  Heilbronn-Sontheim,info@petritz.de,(07131) 2 07 53 27,https://www.gelbeseiten.de/gsbiz/07941998-9d5d-4689-94bd-825cb6a92719
107,Acher Schreinerei,Zadarstr. 2 82256  Fürstenfeldbruck,info@acher-schreinerei.de,(089) 1 41 98 93,https://www.gelbeseiten.de/gsbiz/674b89a8-83d4-4063-bf66-5d9615f661f5
108,I.A.S Trockenbau GmbH,Drosselweg 8a 64331  Weiterstadt,ias-trockenbau@web.de,(01511) 1 59 89 67,https://www.gelbeseiten.de/gsbiz/067d3b5e-cb19-4f4f-9a31-7014a559f109
109,Donau Putz UG,Gutenbergstr. 28 89073  Ulm-Oststadt,info@donauputz.de,(0731) 17 68 82 25,https://www.gelbeseiten.de/gsbiz/69f4d12c-c3cc-4389-9832-d368e3d6de5d
110,Oberdorfer Fenster - Türen - Innenausbau,Kuhnbergstr. 25 73037  Göppingen-Voralb,post@innenausbau-oberdorfer.de,(07161) 9 87 28 88,https://www.gelbeseiten.de/gsbiz/5119299b-3d30-4bc3-8841-1c86bb093e1c
111,Saglik Yilmaz Estrichbau,Hauptstr. 80 67136  Fußgönheim,info@sy-estrichbau.de,(06237) 9 25 71 26,https://www.gelbeseiten.de/gsbiz/e6158651-9a5c-4a2f-bb52-2458311274e2
112,Traub Matthias,Fischermühle 8 88499  Riedlingen-Daugendorf,info@traub-daugendorf.de,(07371) 73 81,https://www.gelbeseiten.de/gsbiz/249a8fa1-8e6c-4a9e-aaf5-13ee5f62ffd8
113,Reinhard GmbH Innenausbau,Gerhart-Hauptmann-Str. 51 69221  Dossenheim,schreinerei-reinhard@t-online.de,(06221) 86 61 32,https://www.gelbeseiten.de/gsbiz/a10a094c-5a0c-40ad-8621-91b38fbc0259
114,Schreinerei Hans Baumann & Raumwerk Baumann,Langwied 5 85560  Ebersberg-Langwied,schreinerei-baumann@t-online.de,(08092) 2 37 75,https://www.gelbeseiten.de/gsbiz/8fa99267-6aa0-4bab-b430-bde887fb05b3
115,Braun Georg,Teisendorfer Strasse 3 83451  Piding-Urwies,,(08651) 7 16 98 29,https://www.gelbeseiten.de/gsbiz/f735a1d8-8df8-42fe-a173-cd5ad05b896d
116,Morr Gebhardt Innenausbau GmbH,Rodenbacher Str. 23 63755  Alzenau,morr_gmbh@t-online.de,(06023) 97 64-0,https://www.gelbeseiten.de/gsbiz/f8cdb4b2-7cad-4aad-be4e-2cc4078788ea
117,Schreinerei Schweigart,Am Bruckerhof 6 82380  Peißenberg,kontakt@schreinerei-schweigart.de,(08803) 96 12,https://www.gelbeseiten.de/gsbiz/7c13a7c1-a198-409f-9728-8daf59d19bac
118,Heinz Diekmann GmbH Schreinerei,Warendorfer Str. 10 59075  Hamm-Bockum-Hövel,info@diekmann-schreinerei.de,(02381) 8 71 27-0,https://www.gelbeseiten.de/gsbiz/e79f4cce-81eb-4580-b4a0-4dbac9e2ea7b
119,Otto Mack GmbH,Am Sportpark 2 82008  Unterhaching,akustikbau-mack@nexgo.de,(089) 36 30 27-28,https://www.gelbeseiten.de/gsbiz/aa97272c-e653-4f3c-a37f-9a975215894b
120,Fischer Helmut,Kirschstr. 20 80999  München-Allach,saegespan@aol.com,(089) 89 22 32 80,https://www.gelbeseiten.de/gsbiz/6ce08b65-b56a-4669-a680-eeed892b377e
121,"Jenderko Christoph, Akustik und Trockenbau",Hixberger Str. 24 66292  Riegelsberg,info@trockenbau.saarland,(06806) 9 15 83 03,https://www.gelbeseiten.de/gsbiz/1488891b-0d9c-4925-97ce-5c9a2ce2ecd6
122,Schrägle Innenausbau GmbH,Herzogstr. 52 80803  München-Schwabing-West,,(089) 33 20 12,https://www.gelbeseiten.de/gsbiz/e78b00cb-04a3-4ed2-bbea-14c5b7888009
